transaction_id,user_id,product_sku,amount,payment_method,country,transaction_hour,is_fraud
TXN_000751,USER_0474,SKU_00464,33.79,Bank Transfer,UK,8,0
TXN_000752,USER_0377,SKU_00240,53.52,Credit Card,Germany,17,1
TXN_000753,USER_0357,SKU_00482,11.93,PayPal,UK,0,0
TXN_000754,USER_0407,SKU_00906,26.09,Cash,France,5,0
TXN_000755,USER_0333,SKU_00455,106.58,Credit Card,USA,22,0
TXN_000756,USER_0175,SKU_00985,30.08,PayPal,USA,23,0
TXN_000757,USER_0145,SKU_00283,138.62,Credit Card,Australia,4,0
TXN_000758,USER_0441,SKU_00335,390.4,Credit Card,Australia,3,0
TXN_000759,USER_0126,SKU_00352,55.97,Bank Transfer,France,5,0
TXN_000760,USER_0182,SKU_00668,53.72,Credit Card,Germany,2,0
TXN_000761,USER_0219,SKU_00649,94.5,Bank Transfer,UK,16,0
TXN_000762,USER_0436,SKU_00327,30.74,PayPal,USA,10,0
TXN_000763,USER_0278,SKU_00336,28.58,PayPal,UK,3,0
TXN_000764,USER_0485,SKU_00666,29.44,Bank Transfer,France,19,0
TXN_000765,USER_0083,SKU_00995,17.36,Cash,Germany,0,0
TXN_000766,USER_0423,SKU_00081,134.26,Credit Card,UK,3,0
TXN_000767,USER_0483,SKU_00087,33.23,PayPal,Germany,22,0
TXN_000768,USER_0141,SKU_00776,331.8,PayPal,USA,2,1
TXN_000769,USER_0334,SKU_00258,92.69,Cash,UK,9,0
TXN_000770,USER_0496,SKU_00991,53.37,PayPal,Canada,21,0
TXN_000771,USER_0095,SKU_00185,122.69,Bank Transfer,USA,0,0
TXN_000772,USER_0365,SKU_00692,21.25,Cash,Germany,3,0
TXN_000773,USER_0194,SKU_00698,25.02,PayPal,France,18,0
TXN_000774,USER_0110,SKU_00123,111.45,Cash,Canada,0,0
TXN_000775,USER_0052,SKU_00889,6.08,Cash,Australia,15,0
TXN_000776,USER_0103,SKU_00096,55.4,PayPal,UK,18,0
TXN_000777,USER_0101,SKU_00605,98.54,PayPal,Australia,19,0
TXN_000778,USER_0142,SKU_00515,202.53,PayPal,USA,20,0
TXN_000779,USER_0201,SKU_00904,248.51,Cash,UK,21,0
TXN_000780,USER_0458,SKU_00443,47.93,Bank Transfer,UK,17,0
TXN_000781,USER_0319,SKU_00514,117.95,Bank Transfer,Canada,1,0
TXN_000782,USER_0199,SKU_00991,24.43,Credit Card,Canada,5,0
TXN_000783,USER_0284,SKU_00958,35.04,PayPal,Canada,20,0
TXN_000784,USER_0494,SKU_00371,214.36,Bank Transfer,Canada,0,0
TXN_000785,USER_0217,SKU_00305,52.46,Credit Card,France,18,0
TXN_000786,USER_0046,SKU_00357,64.05,Credit Card,Germany,4,0
TXN_000787,USER_0028,SKU_00148,19.43,PayPal,Canada,1,0
TXN_000788,USER_0002,SKU_00285,83.31,Credit Card,USA,0,0
TXN_000789,USER_0383,SKU_00657,116.05,Bank Transfer,UK,15,0
TXN_000790,USER_0017,SKU_00842,112.51,Credit Card,Australia,20,0
TXN_000791,USER_0315,SKU_00873,16.26,Credit Card,Canada,1,0
TXN_000792,USER_0436,SKU_00918,148.4,Bank Transfer,USA,3,0
TXN_000793,USER_0388,SKU_00262,20.12,Credit Card,France,2,0
TXN_000794,USER_0077,SKU_00574,53.17,Credit Card,USA,22,0
TXN_000795,USER_0466,SKU_00491,10.83,Cash,Australia,16,0
TXN_000796,USER_0387,SKU_00738,45.63,Credit Card,Australia,14,0
TXN_000797,USER_0371,SKU_00031,20.01,Credit Card,USA,9,0
TXN_000798,USER_0165,SKU_00702,69.7,Cash,France,11,1
TXN_000799,USER_0097,SKU_00887,57.97,Cash,Australia,11,0
TXN_000800,USER_0105,SKU_00268,124.86,Cash,France,19,0
TXN_000801,USER_0024,SKU_00012,120.65,PayPal,UK,6,0
TXN_000802,USER_0200,SKU_00191,5.27,PayPal,Canada,9,0
TXN_000803,USER_0035,SKU_00400,107.59,Bank Transfer,Australia,4,0
TXN_000804,USER_0002,SKU_00537,67.11,Credit Card,USA,19,0
TXN_000805,USER_0289,SKU_00918,31.18,Bank Transfer,Germany,19,0
TXN_000806,USER_0332,SKU_00091,22.64,PayPal,Germany,10,0
TXN_000807,USER_0342,SKU_00600,51.29,Credit Card,UK,1,0
TXN_000808,USER_0461,SKU_00844,68.76,Credit Card,Germany,23,0
TXN_000809,USER_0138,SKU_00501,79.67,Cash,UK,15,0
TXN_000810,USER_0337,SKU_00786,44.82,PayPal,Canada,11,0
TXN_000811,USER_0062,SKU_00301,4.37,Credit Card,UK,15,0
TXN_000812,USER_0299,SKU_00111,33.27,Cash,France,3,0
TXN_000813,USER_0197,SKU_00080,16.72,Credit Card,France,1,0
TXN_000814,USER_0377,SKU_00836,426.33,PayPal,France,9,0
TXN_000815,USER_0059,SKU_00652,57.93,Bank Transfer,Australia,12,0
TXN_000816,USER_0265,SKU_00433,114.56,Bank Transfer,France,22,0
TXN_000817,USER_0333,SKU_00417,103.04,Credit Card,France,18,0
TXN_000818,USER_0188,SKU_00214,74.46,Cash,France,14,0
TXN_000819,USER_0063,SKU_00447,36.01,Cash,France,22,0
TXN_000820,USER_0308,SKU_00018,31.7,Cash,Australia,0,0
TXN_000821,USER_0279,SKU_00054,14.48,PayPal,France,16,1
TXN_000822,USER_0030,SKU_00880,62.94,Bank Transfer,France,19,0
TXN_000823,USER_0171,SKU_00609,147.46,Bank Transfer,Canada,3,1
TXN_000824,USER_0452,SKU_00795,52.05,Credit Card,Australia,19,0
TXN_000825,USER_0021,SKU_00746,63.02,Bank Transfer,France,8,0
TXN_000826,USER_0299,SKU_00979,16.34,Cash,UK,5,0
TXN_000827,USER_0201,SKU_00240,40.69,PayPal,Canada,2,0
TXN_000828,USER_0135,SKU_00846,28.51,Cash,Australia,21,0
TXN_000829,USER_0272,SKU_00921,106.17,Cash,Germany,1,0
TXN_000830,USER_0023,SKU_00418,56.88,Bank Transfer,USA,17,0
TXN_000831,USER_0442,SKU_00856,28.79,PayPal,Australia,22,0
TXN_000832,USER_0087,SKU_00486,46.53,PayPal,Canada,18,0
TXN_000833,USER_0031,SKU_00444,19.31,Cash,France,6,0
TXN_000834,USER_0121,SKU_00566,78.64,Credit Card,Canada,2,1
TXN_000835,USER_0069,SKU_00599,97.78,Bank Transfer,USA,17,0
TXN_000836,USER_0134,SKU_00773,14.41,Credit Card,USA,19,0
TXN_000837,USER_0371,SKU_00748,51.36,Cash,Australia,19,0
TXN_000838,USER_0449,SKU_00123,25.79,Bank Transfer,France,18,0
TXN_000839,USER_0315,SKU_00420,14.42,Credit Card,France,8,0
TXN_000840,USER_0496,SKU_00566,352.59,Credit Card,UK,15,0
TXN_000841,USER_0412,SKU_00216,191.29,Credit Card,USA,5,0
TXN_000842,USER_0146,SKU_00420,30.02,Bank Transfer,France,20,0
TXN_000843,USER_0472,SKU_00709,40.86,Credit Card,USA,11,0
TXN_000844,USER_0333,SKU_00551,7.23,PayPal,UK,5,0
TXN_000845,USER_0481,SKU_00966,11.11,Cash,Germany,12,0
TXN_000846,USER_0394,SKU_00877,17.67,Bank Transfer,USA,23,0
TXN_000847,USER_0263,SKU_00228,52.79,PayPal,UK,4,0
TXN_000848,USER_0293,SKU_00237,48.68,Credit Card,UK,12,0
TXN_000849,USER_0480,SKU_00644,76.08,Cash,UK,19,0
TXN_000850,USER_0429,SKU_00330,107.62,Credit Card,Canada,6,0
TXN_000851,USER_0086,SKU_00833,72.1,PayPal,Australia,11,0
TXN_000852,USER_0016,SKU_00469,18.52,Credit Card,France,20,0
TXN_000853,USER_0216,SKU_00680,75.49,Bank Transfer,USA,3,0
TXN_000854,USER_0116,SKU_00487,103.06,PayPal,Australia,4,0
TXN_000855,USER_0118,SKU_00549,35.61,Bank Transfer,Canada,15,0
TXN_000856,USER_0270,SKU_00579,8.62,Cash,USA,3,0
TXN_000857,USER_0395,SKU_00623,178.41,Bank Transfer,Australia,7,0
TXN_000858,USER_0467,SKU_00415,59.64,Bank Transfer,Canada,15,0
TXN_000859,USER_0343,SKU_00219,3.41,Credit Card,France,7,0
TXN_000860,USER_0162,SKU_00721,432.79,Credit Card,UK,16,0
TXN_000861,USER_0188,SKU_00381,33.83,PayPal,Australia,13,0
TXN_000862,USER_0104,SKU_00087,625.8,Cash,Australia,11,0
TXN_000863,USER_0141,SKU_00461,79.63,PayPal,USA,2,0
TXN_000864,USER_0167,SKU_00815,44.58,Cash,UK,19,0
TXN_000865,USER_0300,SKU_00411,65.6,Cash,France,1,0
TXN_000866,USER_0028,SKU_00691,26.86,Bank Transfer,USA,12,0
TXN_000867,USER_0424,SKU_00916,58.05,Credit Card,Germany,20,0
TXN_000868,USER_0272,SKU_00525,407.74,Cash,Germany,10,0
TXN_000869,USER_0050,SKU_00447,22.23,Credit Card,Germany,23,0
TXN_000870,USER_0371,SKU_00300,93.07,Cash,France,11,0
TXN_000871,USER_0156,SKU_00408,26.58,Credit Card,Germany,17,0
TXN_000872,USER_0324,SKU_00637,46.15,PayPal,Australia,8,0
TXN_000873,USER_0348,SKU_00375,394.1,Credit Card,USA,6,0
TXN_000874,USER_0121,SKU_00233,92.43,Bank Transfer,Australia,5,0
TXN_000875,USER_0444,SKU_00763,230.18,Cash,Germany,23,1
TXN_000876,USER_0140,SKU_00899,58.61,Bank Transfer,USA,13,0
TXN_000877,USER_0016,SKU_00638,808.75,Cash,Australia,17,0
TXN_000878,USER_0309,SKU_00747,21.12,Bank Transfer,France,13,0
TXN_000879,USER_0438,SKU_00650,11.25,Cash,UK,4,0
TXN_000880,USER_0049,SKU_00961,294.72,Credit Card,Australia,19,0
TXN_000881,USER_0164,SKU_00049,37.28,Cash,Canada,23,0
TXN_000882,USER_0062,SKU_00892,82.29,Bank Transfer,Germany,12,0
TXN_000883,USER_0340,SKU_00186,303.8,Bank Transfer,Canada,0,0
TXN_000884,USER_0154,SKU_00205,83.39,Cash,UK,11,0
TXN_000885,USER_0312,SKU_00078,508.17,Cash,France,18,0
TXN_000886,USER_0376,SKU_00481,62.56,PayPal,Australia,9,0
TXN_000887,USER_0346,SKU_00386,53.78,PayPal,France,23,1
TXN_000888,USER_0150,SKU_00194,5.19,Credit Card,UK,4,0
TXN_000889,USER_0376,SKU_00103,73.74,Credit Card,Canada,19,0
TXN_000890,USER_0073,SKU_00617,5.83,Credit Card,Australia,5,0
TXN_000891,USER_0069,SKU_00376,75.54,Credit Card,Germany,11,0
TXN_000892,USER_0465,SKU_00287,234.99,Credit Card,USA,20,0
TXN_000893,USER_0177,SKU_00836,53.67,Cash,France,2,0
TXN_000894,USER_0354,SKU_00482,66.03,PayPal,UK,13,0
TXN_000895,USER_0002,SKU_00723,136.41,Cash,Australia,20,0
TXN_000896,USER_0309,SKU_00250,106.65,PayPal,Canada,3,0
TXN_000897,USER_0119,SKU_00805,174.25,PayPal,Germany,16,0
TXN_000898,USER_0007,SKU_00201,53.56,Bank Transfer,Canada,16,0
TXN_000899,USER_0255,SKU_00536,5.75,Bank Transfer,Germany,13,0
TXN_000900,USER_0484,SKU_00461,176.98,PayPal,Australia,14,0
TXN_000901,USER_0461,SKU_00300,43.0,Cash,USA,6,0
TXN_000902,USER_0404,SKU_00478,22.68,PayPal,USA,3,0
TXN_000903,USER_0478,SKU_00083,76.4,Credit Card,UK,16,0
TXN_000904,USER_0414,SKU_00809,65.79,Cash,UK,5,0
TXN_000905,USER_0075,SKU_00458,25.8,Cash,Germany,10,0
TXN_000906,USER_0351,SKU_00691,15.1,PayPal,Germany,11,0
TXN_000907,USER_0195,SKU_00298,87.22,Credit Card,Germany,14,0
TXN_000908,USER_0187,SKU_00364,23.34,PayPal,Germany,11,0
TXN_000909,USER_0450,SKU_00718,61.21,Credit Card,Australia,10,0
TXN_000910,USER_0496,SKU_00040,79.32,Cash,Australia,16,0
TXN_000911,USER_0003,SKU_00816,143.76,PayPal,USA,7,0
TXN_000912,USER_0184,SKU_00625,908.92,Credit Card,UK,11,1
TXN_000913,USER_0335,SKU_00340,69.21,Bank Transfer,UK,8,0
TXN_000914,USER_0273,SKU_00516,35.68,Cash,France,10,0
TXN_000915,USER_0368,SKU_00998,286.7,Cash,UK,2,0
TXN_000916,USER_0052,SKU_00108,155.73,Bank Transfer,UK,6,0
TXN_000917,USER_0263,SKU_00316,64.61,Credit Card,Canada,20,0
TXN_000918,USER_0368,SKU_00114,138.32,Cash,Canada,2,1
TXN_000919,USER_0133,SKU_00167,56.09,Credit Card,France,20,0
TXN_000920,USER_0482,SKU_00261,64.21,Bank Transfer,Germany,15,0
TXN_000921,USER_0225,SKU_00618,49.31,PayPal,France,9,0
TXN_000922,USER_0310,SKU_00224,20.6,Cash,France,22,0
TXN_000923,USER_0061,SKU_00262,55.08,Cash,USA,6,0
TXN_000924,USER_0365,SKU_00251,632.96,Credit Card,Australia,23,1
TXN_000925,USER_0016,SKU_00526,24.14,Cash,UK,19,0
TXN_000926,USER_0229,SKU_00710,41.63,PayPal,USA,14,0
TXN_000927,USER_0195,SKU_00126,22.38,Bank Transfer,Australia,20,0
TXN_000928,USER_0251,SKU_00206,347.4,Cash,UK,20,1
TXN_000929,USER_0443,SKU_00140,250.34,Bank Transfer,France,9,1
TXN_000930,USER_0303,SKU_00062,15.21,Credit Card,UK,11,0
TXN_000931,USER_0048,SKU_00283,7.25,PayPal,Germany,17,0
TXN_000932,USER_0235,SKU_00054,129.76,Cash,Germany,22,0
TXN_000933,USER_0121,SKU_00346,14.31,Bank Transfer,France,22,0
TXN_000934,USER_0499,SKU_00524,124.99,PayPal,Canada,8,0
TXN_000935,USER_0320,SKU_00136,28.84,Bank Transfer,Germany,8,0
TXN_000936,USER_0050,SKU_00330,109.4,Credit Card,France,3,0
TXN_000937,USER_0469,SKU_00144,85.12,PayPal,USA,4,0
TXN_000938,USER_0041,SKU_00436,31.93,PayPal,Canada,6,0
TXN_000939,USER_0456,SKU_00282,22.67,Credit Card,Germany,6,0
TXN_000940,USER_0022,SKU_00136,97.11,Credit Card,France,10,0
TXN_000941,USER_0371,SKU_00489,54.62,Cash,France,9,1
TXN_000942,USER_0182,SKU_00813,165.5,Credit Card,USA,10,0
TXN_000943,USER_0005,SKU_00733,23.75,Credit Card,USA,23,0
TXN_000944,USER_0145,SKU_00852,77.51,Bank Transfer,Canada,23,0
TXN_000945,USER_0357,SKU_00721,36.96,PayPal,Australia,17,0
TXN_000946,USER_0078,SKU_00915,54.91,Bank Transfer,Germany,11,0
TXN_000947,USER_0231,SKU_00401,54.2,Credit Card,France,15,1
TXN_000948,USER_0297,SKU_00871,45.67,Cash,Canada,3,0
TXN_000949,USER_0348,SKU_00892,4.21,Bank Transfer,Canada,16,0
TXN_000950,USER_0479,SKU_00449,24.22,Bank Transfer,USA,16,0
TXN_000951,USER_0209,SKU_00635,30.34,PayPal,France,20,0
TXN_000952,USER_0163,SKU_00628,50.81,PayPal,UK,22,0
TXN_000953,USER_0168,SKU_00669,397.96,PayPal,Australia,4,1
TXN_000954,USER_0278,SKU_00270,27.17,Cash,Australia,12,0
TXN_000955,USER_0237,SKU_00017,224.52,Cash,USA,2,0
TXN_000956,USER_0176,SKU_00269,23.07,Credit Card,France,22,0
TXN_000957,USER_0053,SKU_00861,18.03,Credit Card,Canada,16,0
TXN_000958,USER_0349,SKU_00482,8.3,PayPal,Australia,10,0
TXN_000959,USER_0010,SKU_00219,100.16,Bank Transfer,Canada,0,0
TXN_000960,USER_0146,SKU_00319,59.5,PayPal,Germany,17,0
TXN_000961,USER_0227,SKU_00238,94.4,Credit Card,UK,16,0
TXN_000962,USER_0236,SKU_00545,124.56,Bank Transfer,USA,8,1
TXN_000963,USER_0464,SKU_00285,54.1,Credit Card,Australia,19,0
TXN_000964,USER_0242,SKU_00037,72.56,Cash,Germany,6,0
TXN_000965,USER_0305,SKU_00103,469.88,PayPal,Germany,4,0
TXN_000966,USER_0071,SKU_00723,33.99,PayPal,UK,15,0
TXN_000967,USER_0158,SKU_00430,425.95,Bank Transfer,USA,6,0
TXN_000968,USER_0019,SKU_00792,128.04,PayPal,USA,12,0
TXN_000969,USER_0055,SKU_00654,78.66,Credit Card,Canada,12,0
TXN_000970,USER_0444,SKU_00239,95.06,Credit Card,USA,14,0
TXN_000971,USER_0215,SKU_00741,2.24,Cash,Germany,22,0
TXN_000972,USER_0456,SKU_00645,42.03,Credit Card,Canada,16,0
TXN_000973,USER_0209,SKU_00125,27.93,Bank Transfer,USA,16,0
TXN_000974,USER_0021,SKU_00565,451.42,Credit Card,UK,18,0
TXN_000975,USER_0282,SKU_00600,38.81,Cash,Germany,9,0
TXN_000976,USER_0249,SKU_00610,53.0,Cash,France,1,0
TXN_000977,USER_0028,SKU_00882,52.14,PayPal,UK,13,0
TXN_000978,USER_0423,SKU_00607,14.78,Bank Transfer,UK,22,0
TXN_000979,USER_0417,SKU_00926,31.18,Credit Card,USA,2,0
TXN_000980,USER_0296,SKU_00188,123.58,Cash,Canada,6,0
TXN_000981,USER_0211,SKU_00888,6.48,Credit Card,Canada,10,0
TXN_000982,USER_0285,SKU_00256,74.54,Cash,Germany,16,0
TXN_000983,USER_0020,SKU_00585,22.17,PayPal,USA,14,0
TXN_000984,USER_0020,SKU_00987,200.32,Cash,Canada,18,0
TXN_000985,USER_0330,SKU_00924,81.04,PayPal,Australia,10,0
TXN_000986,USER_0396,SKU_00874,11.94,Bank Transfer,France,14,0
TXN_000987,USER_0120,SKU_00794,72.02,Credit Card,Australia,14,1
TXN_000988,USER_0097,SKU_00530,85.93,Credit Card,USA,5,0
TXN_000989,USER_0120,SKU_00676,40.29,PayPal,USA,14,0
TXN_000990,USER_0025,SKU_00392,63.13,Bank Transfer,Canada,8,0
TXN_000991,USER_0153,SKU_00658,53.56,PayPal,UK,4,0
TXN_000992,USER_0245,SKU_00468,129.91,Cash,USA,18,0
TXN_000993,USER_0260,SKU_00826,84.74,PayPal,UK,23,0
TXN_000994,USER_0004,SKU_00253,52.03,Bank Transfer,Germany,4,0
TXN_000995,USER_0393,SKU_00672,55.59,Cash,Germany,21,0
TXN_000996,USER_0143,SKU_00861,18.49,Credit Card,Canada,12,0
TXN_000997,USER_0282,SKU_00561,236.84,Credit Card,Germany,17,0
TXN_000998,USER_0335,SKU_00176,1055.97,Credit Card,Australia,19,0
TXN_000999,USER_0346,SKU_00466,39.24,Bank Transfer,Australia,16,0
TXN_001000,USER_0220,SKU_00839,57.27,Bank Transfer,Australia,14,0
TXN_001001,USER_0327,SKU_00577,150.66,Bank Transfer,Canada,13,0
TXN_001002,USER_0160,SKU_00988,149.83,Bank Transfer,Canada,15,0
TXN_001003,USER_0076,SKU_00289,65.26,Bank Transfer,Australia,3,0
TXN_001004,USER_0099,SKU_00050,20.57,Cash,UK,16,0
TXN_001005,USER_0180,SKU_00004,336.35,PayPal,Australia,19,0
TXN_001006,USER_0127,SKU_00631,107.9,Credit Card,UK,13,0
TXN_001007,USER_0032,SKU_00852,68.07,Bank Transfer,Germany,17,0
TXN_001008,USER_0265,SKU_00885,53.0,Credit Card,UK,5,1
TXN_001009,USER_0334,SKU_00500,57.86,Bank Transfer,USA,21,0
TXN_001010,USER_0013,SKU_00676,8.9,Credit Card,France,7,0
TXN_001011,USER_0440,SKU_00223,114.54,PayPal,USA,8,0
TXN_001012,USER_0380,SKU_00870,146.16,Credit Card,USA,23,0
TXN_001013,USER_0428,SKU_00668,68.7,Credit Card,Canada,0,0
TXN_001014,USER_0481,SKU_00899,20.9,Bank Transfer,France,12,0
TXN_001015,USER_0352,SKU_00262,171.58,Cash,Canada,2,1
TXN_001016,USER_0339,SKU_00685,119.98,Cash,UK,5,0
TXN_001017,USER_0414,SKU_00535,51.94,Credit Card,Australia,16,1
TXN_001018,USER_0400,SKU_00903,138.93,Cash,UK,7,0
TXN_001019,USER_0396,SKU_00376,92.25,PayPal,France,5,0
TXN_001020,USER_0202,SKU_00061,41.51,PayPal,Germany,15,0
TXN_001021,USER_0450,SKU_00356,31.26,Cash,UK,0,0
TXN_001022,USER_0018,SKU_00833,45.66,Cash,USA,9,0
TXN_001023,USER_0397,SKU_00646,20.68,PayPal,France,17,0
TXN_001024,USER_0093,SKU_00024,70.83,Cash,France,21,0
TXN_001025,USER_0280,SKU_00293,190.88,Cash,UK,13,1
TXN_001026,USER_0358,SKU_00557,175.67,Bank Transfer,UK,23,0
TXN_001027,USER_0396,SKU_00691,73.51,Bank Transfer,Canada,4,0
TXN_001028,USER_0316,SKU_00356,80.75,Cash,Canada,16,0
TXN_001029,USER_0060,SKU_00984,41.76,Cash,USA,13,0
TXN_001030,USER_0477,SKU_00870,22.78,Bank Transfer,France,17,0
TXN_001031,USER_0214,SKU_00941,35.52,Bank Transfer,Germany,3,0
TXN_001032,USER_0100,SKU_00575,227.71,Cash,Germany,19,0
TXN_001033,USER_0001,SKU_00029,102.93,Bank Transfer,France,22,0
TXN_001034,USER_0043,SKU_00357,82.06,PayPal,USA,1,0
TXN_001035,USER_0311,SKU_00365,8.89,Credit Card,Canada,6,0
TXN_001036,USER_0168,SKU_00608,74.65,PayPal,Canada,6,0
TXN_001037,USER_0192,SKU_00409,14.44,Bank Transfer,Canada,6,0
TXN_001038,USER_0034,SKU_00266,15.51,PayPal,Germany,12,0
TXN_001039,USER_0034,SKU_00291,17.35,Credit Card,Germany,18,0
TXN_001040,USER_0176,SKU_00567,25.21,Bank Transfer,USA,21,0
TXN_001041,USER_0417,SKU_00153,125.64,PayPal,Germany,5,0
TXN_001042,USER_0196,SKU_00219,68.48,PayPal,UK,19,0
TXN_001043,USER_0486,SKU_00173,21.26,Credit Card,Germany,16,0
TXN_001044,USER_0158,SKU_00608,61.1,Bank Transfer,Canada,17,1
TXN_001045,USER_0245,SKU_00635,89.87,Cash,USA,23,0
TXN_001046,USER_0366,SKU_00012,109.71,Bank Transfer,France,0,0
TXN_001047,USER_0340,SKU_00516,62.4,Credit Card,France,22,0
TXN_001048,USER_0346,SKU_00362,17.33,Credit Card,USA,12,0
TXN_001049,USER_0335,SKU_00858,36.14,Credit Card,UK,18,0
TXN_001050,USER_0071,SKU_00579,590.51,Credit Card,France,15,0
TXN_001051,USER_0327,SKU_00657,16.27,Cash,Canada,9,0
TXN_001052,USER_0114,SKU_00969,79.43,Bank Transfer,France,12,0
TXN_001053,USER_0285,SKU_00477,455.24,Bank Transfer,France,9,0
TXN_001054,USER_0407,SKU_00577,83.06,PayPal,Canada,13,1
TXN_001055,USER_0418,SKU_00082,341.66,Cash,Germany,8,0
TXN_001056,USER_0468,SKU_00617,27.45,Cash,UK,20,0
TXN_001057,USER_0143,SKU_00693,7.58,PayPal,Canada,10,0
TXN_001058,USER_0097,SKU_00340,30.59,PayPal,Canada,2,0
TXN_001059,USER_0309,SKU_00441,25.59,Bank Transfer,Australia,7,0
TXN_001060,USER_0401,SKU_00617,10.28,Bank Transfer,USA,11,0
TXN_001061,USER_0320,SKU_00226,71.94,Bank Transfer,UK,2,1
TXN_001062,USER_0212,SKU_00371,294.16,Cash,Germany,6,1
TXN_001063,USER_0317,SKU_00028,30.14,Cash,Australia,13,0
TXN_001064,USER_0185,SKU_00995,37.49,PayPal,Canada,6,0
TXN_001065,USER_0205,SKU_00016,214.97,Credit Card,Australia,6,0
TXN_001066,USER_0364,SKU_00277,25.83,Credit Card,Germany,13,0
TXN_001067,USER_0216,SKU_00333,101.39,Credit Card,Australia,11,0
TXN_001068,USER_0246,SKU_00483,9.9,Credit Card,Australia,0,0
TXN_001069,USER_0239,SKU_00810,20.78,Credit Card,Australia,4,0
TXN_001070,USER_0293,SKU_00566,44.1,Bank Transfer,Canada,10,0
TXN_001071,USER_0391,SKU_00288,182.93,PayPal,Canada,0,0
TXN_001072,USER_0008,SKU_00114,21.92,Credit Card,USA,22,0
TXN_001073,USER_0471,SKU_00038,21.66,Credit Card,France,12,0
TXN_001074,USER_0078,SKU_00454,143.38,Credit Card,UK,23,1
TXN_001075,USER_0324,SKU_00882,84.17,Bank Transfer,USA,22,0
TXN_001076,USER_0277,SKU_00742,19.38,Credit Card,Germany,16,0
TXN_001077,USER_0445,SKU_00166,32.4,PayPal,Australia,2,0
TXN_001078,USER_0494,SKU_00694,161.85,Bank Transfer,Canada,9,0
TXN_001079,USER_0202,SKU_00956,16.78,Bank Transfer,Australia,18,0
TXN_001080,USER_0214,SKU_00205,76.82,Cash,Canada,6,0
TXN_001081,USER_0094,SKU_00878,32.54,Cash,UK,19,0
TXN_001082,USER_0478,SKU_00245,221.98,Bank Transfer,USA,2,0
TXN_001083,USER_0464,SKU_00871,97.56,Credit Card,USA,21,0
TXN_001084,USER_0075,SKU_00333,131.7,Credit Card,Germany,11,0
TXN_001085,USER_0470,SKU_00943,31.89,Credit Card,USA,21,0
TXN_001086,USER_0157,SKU_00396,249.06,Credit Card,USA,9,1
TXN_001087,USER_0153,SKU_00821,121.33,Cash,France,20,0
TXN_001088,USER_0442,SKU_00507,183.58,PayPal,UK,11,1
TXN_001089,USER_0142,SKU_00929,41.16,Bank Transfer,Australia,14,0
TXN_001090,USER_0078,SKU_00924,64.24,Credit Card,USA,5,0
TXN_001091,USER_0322,SKU_00121,8.56,Cash,Germany,18,0
TXN_001092,USER_0182,SKU_00259,634.06,PayPal,Australia,4,1
TXN_001093,USER_0461,SKU_00722,29.85,Bank Transfer,Canada,19,0
TXN_001094,USER_0195,SKU_00410,39.06,Bank Transfer,USA,1,0
TXN_001095,USER_0158,SKU_00310,14.62,Bank Transfer,USA,20,0
TXN_001096,USER_0146,SKU_00808,214.02,Credit Card,Australia,18,1
TXN_001097,USER_0054,SKU_00706,92.69,Bank Transfer,Canada,18,0
TXN_001098,USER_0356,SKU_00068,40.63,Credit Card,France,3,0
TXN_001099,USER_0277,SKU_00114,5.29,PayPal,UK,19,0
TXN_001100,USER_0309,SKU_00220,26.8,Cash,France,4,0
TXN_001101,USER_0083,SKU_00220,86.49,Cash,Germany,6,0
TXN_001102,USER_0400,SKU_00473,70.21,Cash,Australia,3,0
TXN_001103,USER_0156,SKU_00730,52.13,Bank Transfer,USA,10,0
TXN_001104,USER_0004,SKU_00749,35.73,Cash,France,22,0
TXN_001105,USER_0499,SKU_00943,11.26,PayPal,UK,2,0
TXN_001106,USER_0311,SKU_00386,143.15,Credit Card,Germany,4,0
TXN_001107,USER_0271,SKU_00298,12.93,Cash,France,19,0
TXN_001108,USER_0064,SKU_00930,44.51,Credit Card,USA,14,0
TXN_001109,USER_0449,SKU_00606,19.4,Credit Card,UK,20,0
TXN_001110,USER_0112,SKU_00253,147.48,Cash,USA,17,0
TXN_001111,USER_0239,SKU_00405,97.71,Cash,USA,15,0
TXN_001112,USER_0144,SKU_00492,38.2,Cash,Germany,15,0
TXN_001113,USER_0374,SKU_00357,108.98,Bank Transfer,UK,9,0
TXN_001114,USER_0020,SKU_00428,12.28,Cash,Canada,0,0
TXN_001115,USER_0064,SKU_00215,50.43,Bank Transfer,USA,22,0
TXN_001116,USER_0289,SKU_00993,19.01,PayPal,UK,10,0
TXN_001117,USER_0081,SKU_00380,304.36,Credit Card,USA,16,1
TXN_001118,USER_0197,SKU_00770,79.38,PayPal,France,23,0
TXN_001119,USER_0382,SKU_00859,104.58,Cash,France,14,0
TXN_001120,USER_0069,SKU_00752,31.4,Credit Card,UK,6,0
TXN_001121,USER_0186,SKU_00827,114.99,Cash,Germany,5,0
TXN_001122,USER_0167,SKU_00214,17.87,Cash,Canada,14,0
TXN_001123,USER_0205,SKU_00098,20.62,Credit Card,France,14,0
TXN_001124,USER_0492,SKU_00528,45.83,PayPal,Germany,6,0
TXN_001125,USER_0164,SKU_00916,21.44,Cash,Canada,2,0
TXN_001126,USER_0094,SKU_00666,111.01,Credit Card,France,13,0
TXN_001127,USER_0249,SKU_00528,34.01,PayPal,Canada,8,0
