date,product_category,sales_amount,quantity,discount_percent,customer_age,customer_gender,region,is_weekend,customer_satisfaction
2025-03-19,Electronics,102.99,18,12.5,31.0,Male,East,False,5
2025-03-20,Sports,41.01,17,6.2,48.0,Female,West,False,4
2025-03-21,Books,161.69,18,11.8,34.0,Male,West,False,4
2025-03-22,Clothing,53.52000000000001,5,16.5,28.0,Male,East,True,4
2025-03-23,Electronics,112.032,9,18.8,28.0,Other,West,True,1
2025-03-24,Electronics,137.55,11,18.8,58.0,Female,East,False,4
2025-03-25,Clothing,109.22,1,,26.0,Male,East,False,4
2025-03-26,Books,124.47,18,22.6,50.0,Other,East,False,5
2025-03-27,Electronics,188.715,6,20.4,21.0,Other,East,False,4
2025-03-28,Electronics,123.76500000000001,2,18.9,41.0,Female,North,False,2
2025-03-29,Sports,75.992,15,1.4,39.0,Male,East,True,3
2025-03-30,Books,86.784,14,0.2,54.0,Male,South,True,4
2025-03-31,Electronics,138.81,5,5.3,27.0,Male,South,False,3
2025-04-01,Books,148.22,6,16.6,24.0,Other,South,False,3
2025-04-02,Clothing,114.73,6,10.3,34.0,Female,East,False,5
2025-04-03,Home,122.05,18,10.1,55.0,Female,South,False,4
2025-04-04,Electronics,179.835,14,22.1,24.0,Male,North,False,4
2025-04-05,Sports,108.16,10,22.4,4.0,Other,West,True,3
2025-04-06,Clothing,84.34400000000001,14,22.7,36.0,Male,East,True,4
2025-04-07,Books,61.1,13,7.8,46.0,Female,South,False,3
2025-04-08,Clothing,111.99,3,17.3,23.0,Other,North,False,4
2025-04-09,Electronics,120.69,6,6.8,45.0,Male,West,False,2
2025-04-10,Books,84.14,8,4.8,23.0,Male,North,False,5
2025-04-11,Home,117.59,12,4.6,33.0,Other,South,False,4
2025-04-12,Clothing,109.72000000000001,13,8.6,44.0,Female,North,True,4
2025-04-13,Electronics,120.76800000000001,11,10.7,21.0,Other,West,True,4
2025-04-14,Sports,109.26,12,20.8,37.0,Male,South,False,4
2025-04-15,Books,151.07,1,3.0,50.0,Male,West,False,2
2025-04-16,Clothing,107.22,17,18.4,41.0,Male,North,False,5
2025-04-17,Clothing,178.05,16,13.3,26.0,Male,East,False,3
2025-04-18,Home,116.97,11,7.2,53.0,Female,East,False,5
2025-04-19,Home,37.744,13,12.3,43.0,Female,East,True,5
2025-04-20,Sports,98.08,18,7.5,13.0,Male,East,True,3
2025-04-21,Sports,111.43,11,14.9,45.0,Female,West,False,5
2025-04-22,Electronics,208.035,12,10.8,28.0,Female,East,False,4
2025-04-23,Electronics,180.3,6,4.1,37.0,Female,West,False,2
2025-04-24,Sports,95.85,9,,47.0,Male,South,False,5
2025-04-25,Sports,63.27,16,13.7,28.0,Other,East,False,4
2025-04-26,Books,74.98400000000001,4,22.6,15.0,Other,West,True,4
2025-04-27,Home,59.584,3,8.6,53.0,Other,East,True,4
2025-04-28,Electronics,123.87,16,18.3,49.0,Male,East,False,3
2025-04-29,Home,117.66,12,16.5,34.0,Female,East,False,5
2025-04-30,Home,150.1,11,23.3,45.0,Female,West,False,2
2025-05-01,Sports,111.84,5,20.5,31.0,Male,North,False,3
2025-05-02,Books,64.12,18,14.2,36.0,Male,East,False,4
2025-05-03,Clothing,90.67200000000001,19,16.4,33.0,Other,East,True,4
2025-05-04,Books,108.72000000000001,6,22.5,31.0,Other,South,True,4
2025-05-05,Books,81.71,18,10.0,39.0,Male,North,False,3
2025-05-06,Home,95.98,6,8.2,21.0,Other,West,False,2
2025-05-07,Books,100.44,4,0.3,32.0,Female,South,False,3
2025-05-08,Electronics,114.67500000000001,12,20.7,39.0,Male,East,False,5
2025-05-09,Home,119.45,19,20.0,57.0,Male,South,False,2
2025-05-10,Electronics,115.644,2,2.6,21.0,Female,South,True,5
2025-05-11,Clothing,90.072,17,14.4,41.0,Female,East,True,5
2025-05-12,Home,73.38,11,11.6,43.0,Female,North,False,5
2025-05-13,Clothing,86.88,11,3.0,12.0,Other,North,False,5
2025-05-14,Home,121.67,16,24.5,40.0,Male,South,False,3
2025-05-15,Sports,88.82,2,5.4,46.0,Other,East,False,3
2025-05-16,Books,151.81,2,1.7,42.0,Female,West,False,4
2025-05-17,Sports,70.408,8,14.9,34.0,Other,South,True,3
2025-05-18,Clothing,85.392,13,18.5,39.0,Female,West,True,4
2025-05-19,Books,127.98,10,,37.0,Other,South,False,4
2025-05-20,Home,57.45,8,16.5,15.0,Other,South,False,5
2025-05-21,Books,47.18,4,13.3,37.0,Female,East,False,2
2025-05-22,Electronics,81.345,15,2.6,31.0,Other,East,False,5
2025-05-23,Books,137.88,1,4.3,27.0,Male,West,False,3
2025-05-24,Electronics,100.128,11,14.2,65.0,Other,West,True,4
2025-05-25,Books,141.4,7,7.4,,Other,North,True,4
2025-05-26,Electronics,124.60499999999999,17,23.5,21.0,Male,East,False,5
2025-05-27,Clothing,105.54,18,20.5,39.0,Female,South,False,4
2025-05-28,Sports,146.26,12,24.6,52.0,Male,South,False,5
2025-05-29,Home,160.18,9,6.5,17.0,Other,North,False,5
2025-05-30,Books,161.85,5,24.2,36.0,Female,East,False,5
2025-05-31,Sports,109.0,10,10.8,36.0,Other,South,True,2
2025-06-01,Home,104.57600000000001,4,8.7,20.0,Other,North,True,5
2025-06-02,Home,117.78,5,1.3,40.0,Male,North,False,5
2025-06-03,Electronics,185.02499999999998,10,1.3,48.0,Male,South,False,2
2025-06-04,Clothing,83.46,11,17.3,53.0,Female,South,False,2
2025-06-05,Clothing,75.45,10,11.4,32.0,Female,West,False,2
2025-06-06,Sports,99.9,8,,65.0,Female,East,False,1
2025-06-07,Clothing,75.912,2,15.3,10.0,Other,West,True,4
2025-06-08,Books,69.12,8,6.3,39.0,Male,North,True,5
2025-06-09,Clothing,120.89,16,14.4,18.0,Male,South,False,4
2025-06-10,Sports,128.66,5,9.0,36.0,Male,West,False,4
2025-06-11,Clothing,102.65,3,20.6,29.0,Female,North,False,5
2025-06-12,Books,144.33,12,20.5,41.0,Male,East,False,3
2025-06-13,Electronics,98.625,13,11.9,33.0,Male,South,False,5
2025-06-14,Sports,75.352,13,8.8,25.0,Male,West,True,4
2025-06-15,Electronics,94.2,10,,26.0,Female,East,True,4
2025-06-16,Electronics,66.0,4,20.1,58.0,Male,West,False,3
2025-06-17,Electronics,146.28,9,8.2,40.0,Female,North,False,4
2025-06-18,Home,96.35,2,5.2,15.0,Male,East,False,2
2025-06-19,Home,145.4,19,,42.0,Male,West,False,5
2025-06-20,Electronics,178.38,1,11.7,33.0,Male,East,False,3
2025-06-21,Sports,55.416,7,12.1,35.0,Female,North,True,5
2025-06-22,Books,124.49600000000001,17,21.0,45.0,Female,East,True,4
2025-06-23,Books,136.63,3,5.5,49.0,Male,West,False,2
2025-06-24,Clothing,117.46,3,9.5,25.0,Other,North,False,4
2025-06-25,Sports,93.21,3,20.2,35.0,Female,South,False,3
2025-06-26,Home,71.22,17,20.6,28.0,Female,West,False,5
2025-06-27,Electronics,133.245,7,9.6,42.0,Male,West,False,5
2025-06-28,Clothing,106.128,14,11.5,32.0,Other,North,True,5
2025-06-29,Books,125.232,17,7.6,35.0,Male,North,True,1
2025-06-30,Home,146.3,18,23.3,32.0,Female,South,False,4
2025-07-01,Home,85.33,13,3.0,34.0,Female,West,False,4
2025-07-02,Electronics,99.615,18,23.3,55.0,Male,North,False,5
2025-07-03,Books,104.23,4,17.1,64.0,Male,South,False,2
2025-07-04,Sports,46.95,1,13.3,40.0,Other,South,False,4
2025-07-05,Home,87.76,18,0.8,34.0,Other,North,True,4
2025-07-06,Electronics,114.684,1,11.9,16.0,Female,West,True,3
2025-07-07,Sports,86.02,13,10.2,26.0,Other,East,False,3
2025-07-08,Books,52.16,10,4.0,33.0,Other,East,False,4
2025-07-09,Home,115.41,11,16.4,26.0,Female,South,False,5
2025-07-10,Sports,84.02,9,24.3,28.0,Female,East,False,5
2025-07-11,Sports,64.9,9,14.1,54.0,Female,East,False,4
2025-07-12,Sports,11.064,5,17.9,,Female,North,True,4
2025-07-13,Home,79.33600000000001,1,1.7,36.0,Male,South,True,3
2025-07-14,Home,153.17,17,10.4,27.0,Female,West,False,5
2025-07-15,Clothing,149.84,2,2.9,,Female,South,False,5
2025-07-16,Books,86.29,13,15.3,32.0,Female,North,False,5
2025-07-17,Electronics,122.89500000000001,9,23.5,29.0,Other,East,False,5
2025-07-18,Sports,114.06,4,16.5,16.0,Female,West,False,3
2025-07-19,Clothing,56.04,5,1.9,34.0,Male,South,True,5
2025-07-20,Electronics,130.85999999999999,11,,28.0,Male,East,True,4
2025-07-21,Clothing,122.98,19,13.8,55.0,Female,South,False,3
2025-07-22,Home,136.81,3,10.1,,Male,West,False,4
2025-07-23,Sports,97.0,12,20.8,20.0,Other,South,False,2
2025-07-24,Electronics,140.835,19,20.4,22.0,Female,South,False,1
2025-07-25,Electronics,110.49,19,15.3,32.0,Male,South,False,4
2025-07-26,Electronics,90.22800000000001,13,9.3,25.0,Male,East,True,4
2025-07-27,Electronics,111.852,7,6.4,38.0,Female,West,True,5
2025-07-28,Electronics,166.53,15,2.6,31.0,Male,West,False,2
2025-07-29,Clothing,127.41,7,8.9,38.0,Female,East,False,2
2025-07-30,Sports,75.9,8,10.3,47.0,Male,East,False,2
2025-07-31,Home,144.78,5,16.9,22.0,Other,East,False,1
2025-08-01,Home,91.87,14,16.5,47.0,Male,North,False,2
2025-08-02,Home,79.488,4,1.8,26.0,Male,South,True,4
2025-08-03,Home,62.064,10,,61.0,Female,South,True,4
2025-08-04,Clothing,27.27,15,4.5,54.0,Male,West,False,5
2025-08-05,Books,126.52,18,3.9,34.0,Female,South,False,5
2025-08-06,Sports,122.11,13,20.7,23.0,Other,North,False,4
2025-08-07,Electronics,137.34,8,1.0,21.0,Female,East,False,2
2025-08-08,Books,102.01,9,10.5,45.0,Female,West,False,2
2025-08-09,Home,92.38400000000001,16,4.2,35.0,Male,West,True,5
2025-08-10,Books,42.496,19,22.0,46.0,Other,South,True,4
2025-08-11,Sports,84.13,16,13.9,61.0,Female,West,False,5
2025-08-12,Electronics,185.745,7,5.8,26.0,Male,East,False,5
2025-08-13,Electronics,93.55499999999999,14,12.6,20.0,Male,West,False,5
2025-08-14,Sports,108.81,14,18.3,37.0,Female,East,False,5
2025-08-15,Sports,59.3,4,24.0,49.0,Male,North,False,4
2025-08-16,Home,91.19200000000001,15,5.5,24.0,Female,North,True,3
2025-08-17,Electronics,118.71600000000001,3,22.2,35.0,Female,East,True,5
2025-08-18,Books,51.55,5,,51.0,Female,South,False,4
2025-08-19,Clothing,134.94,1,22.9,15.0,Other,West,False,2
2025-08-20,Clothing,77.96,3,15.9,38.0,Female,South,False,4
2025-08-21,Sports,75.69,15,15.7,29.0,Male,West,False,4
2025-08-22,Home,106.02,8,10.1,36.0,Other,North,False,5
2025-08-23,Clothing,107.56800000000001,4,18.8,44.0,Male,North,True,4
2025-08-24,Electronics,83.436,2,13.3,38.0,Other,North,True,3
2025-08-25,Sports,101.85,10,,23.0,Other,West,False,5
2025-08-26,Books,112.86,4,10.7,,Other,North,False,5
2025-08-27,Sports,120.79,3,,52.0,Other,North,False,4
2025-08-28,Books,105.29,2,20.6,39.0,Male,North,False,3
2025-08-29,Sports,88.99,17,3.7,45.0,Female,North,False,4
2025-08-30,Sports,60.136,13,20.8,38.0,Male,South,True,4
2025-08-31,Sports,82.06400000000001,5,13.5,45.0,Female,North,True,2
2025-09-01,Books,67.84,9,21.1,30.0,Male,North,False,3
2025-09-02,Books,12.36,6,10.8,26.0,Other,South,False,4
2025-09-03,Sports,113.1,5,9.5,44.0,Other,South,False,4
2025-09-04,Clothing,127.12,10,22.9,49.0,Female,West,False,4
2025-09-05,Home,29.11,8,6.3,,Female,East,False,3
2025-09-06,Home,55.768,7,21.1,28.0,Male,North,True,4
2025-09-07,Home,94.856,7,12.1,33.0,Female,North,True,5
2025-09-08,Books,161.72,6,12.9,54.0,Male,North,False,3
2025-09-09,Books,100.62,3,,42.0,Female,West,False,1
2025-09-10,Clothing,78.16,19,14.3,19.0,Female,North,False,4
2025-09-11,Home,94.51,15,8.1,34.0,Female,East,False,5
2025-09-12,Home,141.25,4,1.0,32.0,Other,South,False,4
2025-09-13,Sports,64.49600000000001,12,6.8,21.0,Other,West,True,2
2025-09-14,Books,60.816,6,0.2,34.0,Male,South,True,3
2025-09-15,Home,85.52,19,24.5,32.0,Female,North,False,5
2025-09-16,Clothing,71.4,4,24.1,31.0,Male,North,False,3
2025-09-17,Clothing,103.68,15,9.9,30.0,Female,North,False,4
2025-09-18,Home,148.74,9,18.2,53.0,Other,East,False,4
2025-09-19,Books,109.69,5,8.6,31.0,Other,East,False,3
2025-09-20,Clothing,73.944,13,16.8,36.0,Female,West,True,5
2025-09-21,Sports,73.0,18,20.1,34.0,Female,South,True,4
2025-09-22,Clothing,53.1,5,23.7,29.0,Other,North,False,4
2025-09-23,Electronics,189.73499999999999,16,10.0,36.0,Other,North,False,3
2025-09-24,Electronics,146.49,19,,36.0,Male,North,False,2
2025-09-25,Books,94.59,14,6.6,36.0,Other,North,False,4
2025-09-26,Home,195.79,16,24.8,25.0,Female,East,False,4
